Symbol,Name,MarketCap,Sector,Industry
NTRI,NutriSystem Inc,1462596385,Consumer Services,Catalog/Specialty Distribution
NUVA,"NuVasive, Inc.",3828345913,Health Care,Medical/Dental Instruments
NVTR,Nuvectra Corporation,75668537.1,Health Care,Medical/Dental Instruments
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,770046558.8,n/a,n/a
NVEE,"NV5 Global, Inc.",390341374.7,Consumer Services,Other Consumer Services
NVEC,NVE Corporation,380672687,Technology,Semiconductors
NVDA,NVIDIA Corporation,53053770000,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,34633540505,Technology,Semiconductors
NXTM,"NxStage Medical, Inc.",1846276539,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NXTD,NXT-ID Inc.,12879186.81,Consumer Services,Diversified Commercial Services
NXTDW,NXT-ID Inc.,0,Consumer Services,Diversified Commercial Services
NYMX,Nymox Pharmaceutical Corporation,171873727.1,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,O2Micro International Limited,75090357,Technology,Semiconductors
OVLY,Oak Valley Bancorp (CA),119108645,Finance,Major Banks
OASM,Oasmia Pharmaceutical AB,1381080.5,Health Care,Major Pharmaceuticals
OBLN,"Obalon Therapeutics, Inc.",154648950.1,Health Care,Medical/Dental Instruments
OBSV,ObsEva SA,389354782.7,Health Care,Major Pharmaceuticals
OBCI,"Ocean Bio-Chem, Inc.",38965951.62,Consumer Durables,Specialty Chemicals
OPTT,"Ocean Power Technologies, Inc.",15992231.2,Public Utilities,Electric Utilities: Central
ORIG,Ocean Rig UDW Inc.,60660042.06,Energy,Oil & Gas Production
OCFC,OceanFirst Financial Corp.,931327130.2,Finance,Savings Institutions
OCRX,"Ocera Therapeutics, Inc.",14117802.18,Health Care,Major Pharmaceuticals
OCLR,"Oclaro, Inc.",1599267773,Technology,Semiconductors
OFED,Oconee Federal Financial Corp.,137535418.8,Finance,Savings Institutions
OCUL,"Ocular Therapeutix, Inc.",219113336.7,Health Care,Major Pharmaceuticals
OMEX,"Odyssey Marine Exploration, Inc.",29867583.42,Consumer Services,Marine Transportation
ODP,"Office Depot, Inc.",2414710840,Consumer Services,Other Specialty Stores
OFS,OFS Capital Corporation,143033847.5,n/a,n/a
OHAI,OHA Investment Corporation,37117201.28,n/a,n/a
OVBC,Ohio Valley Banc Corp.,136240338,Finance,Major Banks
OHRP,"Ohr Pharmaceuticals, Inc.",30815320.23,Health Care,Major Pharmaceuticals
ODFL,"Old Dominion Freight Line, Inc.",7529992009,Transportation,Trucking Freight/Courier Services
OLBK,"Old Line Bancshares, Inc.",314705800.6,Finance,Major Banks
ONB,Old National Bancorp,2491023150,Finance,Major Banks
OPOF,Old Point Financial Corporation,140949339.8,Finance,Major Banks
OSBC,"Old Second Bancorp, Inc.",325101876,Finance,Major Banks
OSBCP,"Old Second Bancorp, Inc.",0,Finance,Major Banks
OLLI,"Ollie&#39;s Bargain Outlet Holdings, Inc.",1921352438,Consumer Services,Department/Specialty Retail Stores
ZEUS,"Olympic Steel, Inc.",257202490.1,Basic Industries,Metal Fabrications
OFLX,"Omega Flex, Inc.",470884414.5,Capital Goods,Industrial Specialties
OMER,Omeros Corporation,516707773.1,Health Care,Major Pharmaceuticals
OMCL,"Omnicell, Inc.",1422714101,Technology,Computer Manufacturing
ON,ON Semiconductor Corporation,6382281150,Technology,Semiconductors
OTIV,On Track Innovations Ltd,76150959.36,Technology,Semiconductors
ONS,"Oncobiologics, Inc.",68531199.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONSIW,"Oncobiologics, Inc.",0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ONSIZ,"Oncobiologics, Inc.",0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OGXI,OncoGenex Pharmaceuticals Inc.,16246497.24,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OMED,"OncoMed Pharmaceuticals, Inc.",360538526.5,Health Care,Major Pharmaceuticals
ONTX,"Onconova Therapeutics, Inc.",18184117.55,Health Care,Major Pharmaceuticals
ONTXW,"Onconova Therapeutics, Inc.",0,Health Care,Major Pharmaceuticals
ONCS,OncoSec Medical Incorporated,29009928.15,Health Care,Major Pharmaceuticals
OHGI,"One Horizon Group, Inc.",10573282.14,Public Utilities,Telecommunications Equipment
ONVI,"Onvia, Inc.",31380606.4,Miscellaneous,Business Services
OTEX,Open Text Corporation,8736283126,Technology,EDP Services
OPXA,"Opexa Therapeutics, Inc.",6569769.68,Health Care,Major Pharmaceuticals
OPXAW,"Opexa Therapeutics, Inc.",0,Health Care,Major Pharmaceuticals
OPGN,"OpGen, Inc.",22368678.92,Health Care,Medical Specialities
OPGNW,"OpGen, Inc.",0,Health Care,Medical Specialities
OPHT,Ophthotech Corporation,129939613.4,Health Care,Major Pharmaceuticals
OPK,"Opko Health, Inc.",4153627093,Health Care,Major Pharmaceuticals
OBAS,Optibase Ltd.,39847632.5,Finance,Real Estate
OCC,Optical Cable Corporation,25137670.7,Basic Industries,Telecommunications Equipment
OPHC,"OptimumBank Holdings, Inc.",4380606.958,Finance,Major Banks
OPB,Opus Bank,747241237.8,n/a,n/a
ORMP,Oramed Pharmaceuticals Inc.,81161280.72,Health Care,Major Pharmaceuticals
OSUR,"OraSure Technologies, Inc.",657621422.2,Health Care,Medical/Dental Instruments
ORBC,ORBCOMM Inc.,632628669.7,Consumer Services,Telecommunications Equipment
ORBK,Orbotech Ltd.,1436021890,Capital Goods,Industrial Machinery/Components
ORLY,"O&#39;Reilly Automotive, Inc.",24802282910,Consumer Services,Other Specialty Stores
OREX,"Orexigen Therapeutics, Inc.",62868983.01,Health Care,Major Pharmaceuticals
ONVO,"Organovo Holdings, Inc.",314275921.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SEED,Origin Agritech Limited,41858580.03,Consumer Non-Durables,Farming/Seeds/Milling
OACQ,Origo Acquisition Corporation,46450302.25,Finance,Business Services
OACQR,Origo Acquisition Corporation,0,Finance,Business Services
OACQU,Origo Acquisition Corporation,0,Finance,Business Services
OACQW,Origo Acquisition Corporation,0,Finance,Business Services
OESX,"Orion Energy Systems, Inc.",54062773.47,Consumer Durables,Building Products
ORIT,Oritani Financial Corp.,795741545.1,Finance,Major Banks
ORRF,Orrstown Financial Services Inc,180155315.3,Finance,Major Banks
OFIX,Orthofix International N.V.,649485246.4,Health Care,Medical/Dental Instruments
OSIS,"OSI Systems, Inc.",1363219666,Technology,Semiconductors
OSIR,"Osiris Therapeutics, Inc.",199136259.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OSN,"Ossen Innovation Co., Ltd.",4551098.88,Basic Industries,Steel/Iron Ore
OTEL,Otelco Inc.,21833127.05,Public Utilities,Telecommunications Equipment
OTIC,"Otonomy, Inc.",437819771.5,Health Care,Major Pharmaceuticals
OTTW,"Ottawa Bancorp, Inc.",47461105.1,Finance,Savings Institutions
OTTR,Otter Tail Corporation,1495640809,Public Utilities,Electric Utilities: Central
OVAS,OvaScience Inc.,54124746.72,Health Care,Major Pharmaceuticals
OSTK,"Overstock.com, Inc.",446899878,Consumer Services,Catalog/Specialty Distribution
OXBR,Oxbridge Re Holdings Limited,38976942.77,Finance,Property-Casualty Insurers
OXBRW,Oxbridge Re Holdings Limited,0,Finance,Property-Casualty Insurers
OXFD,Oxford Immunotec Global PLC,339030660,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,Oxford Lane Capital Corp.,225639968.7,n/a,n/a
OXLCN,Oxford Lane Capital Corp.,28926352,n/a,n/a
OXLCO,Oxford Lane Capital Corp.,0,n/a,n/a
PFIN,"P & F Industries, Inc.",30725450.01,Technology,Industrial Machinery/Components
PTSI,"P.A.M. Transportation Services, Inc.",117217519,Transportation,Trucking Freight/Courier Services
PCAR,PACCAR Inc.,24082052806,Capital Goods,Auto Manufacturing
PACE,Pace Holdings Corp.,708075000,Finance,Business Services
PACEU,Pace Holdings Corp.,0,Finance,Business Services
PACEW,Pace Holdings Corp.,0,Finance,Business Services
PACB,"Pacific Biosciences of California, Inc.",476359147.8,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PCBK,Pacific Continental Corporation (Ore),569810682,Finance,Major Banks
PEIX,"Pacific Ethanol, Inc.",330282752.4,Basic Industries,Major Chemicals
PMBC,Pacific Mercantile Bancorp,171339473.2,Finance,Major Banks
PPBI,Pacific Premier Bancorp Inc,1118880891,Finance,Major Banks
PAAC,Pacific Special Acquisition Corp.,79895531.25,Finance,Business Services
PAACR,Pacific Special Acquisition Corp.,0,Finance,Business Services
PAACU,Pacific Special Acquisition Corp.,0,Finance,Business Services
PAACW,Pacific Special Acquisition Corp.,0,Finance,Business Services
PCRX,"Pacira Pharmaceuticals, Inc.",1886945127,Health Care,Major Pharmaceuticals
PACW,PacWest Bancorp,6884061052,Finance,Major Banks
PTIE,Pain Therapeutics,26531612.63,Health Care,Major Pharmaceuticals
PAAS,Pan American Silver Corp.,2572912610,Basic Industries,Precious Metals
PNRA,Panera Bread Company,5204540051,Consumer Services,Restaurants
PANL,Pangaea Logistics Solutions Ltd.,117869442.7,Transportation,Marine Transportation
PZZA,"Papa John&#39;s International, Inc.",2865843722,Consumer Services,Restaurants
FRSH,"Papa Murphy&#39;s Holdings, Inc.",70185295.8,Consumer Services,Restaurants
PBNC,Paragon Commercial Corporation,275315513.6,Finance,Major Banks
PRTK,"Paratek Pharmaceuticals, Inc.",372225846,Health Care,Major Pharmaceuticals
PRXL,PAREXEL International Corporation,3326824855,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PCYG,"Park City Group, Inc.",269453737.9,Technology,EDP Services
PSTB,Park Sterling Corporation,645481564.6,Finance,Major Banks
PKBK,"Parke Bancorp, Inc.",147125876,Finance,Major Banks
PRKR,"ParkerVision, Inc.",27684375.6,Technology,Radio And Television Broadcasting And Communications Equipment
PKOH,Park-Ohio Holdings Corp.,530813159.3,Capital Goods,Industrial Specialties
PTNR,Partner Communications Company Ltd.,36709648.87,Public Utilities,Telecommunications Equipment
PBHC,"Pathfinder Bancorp, Inc.",62717368.78,Finance,Major Banks
PATK,"Patrick Industries, Inc.",1250360342,Basic Industries,Forest Products
PNBK,Patriot National Bancorp Inc.,58606564.4,Finance,Major Banks
PATI,"Patriot Transportation Holding, Inc.",73517039.55,Transportation,Trucking Freight/Courier Services
PEGI,Pattern Energy Group Inc.,1759167155,Public Utilities,Electric Utilities: Central
PDCO,"Patterson Companies, Inc.",4405905000,Health Care,Medical Specialities
PTEN,"Patterson-UTI Energy, Inc.",4627238088,Energy,Oil & Gas Production
PAVM,PAVmed Inc.,157303569.8,Health Care,Medical/Dental Instruments
PAVMW,PAVmed Inc.,0,Health Care,Medical/Dental Instruments
PAYX,"Paychex, Inc.",22427698750,Consumer Services,Diversified Commercial Services
PCTY,Paylocity Holding Corporation,1884151669,Technology,Computer Software: Prepackaged Software
PYDS,"Payment Data Systems, Inc.",19387858.28,Finance,Investment Bankers/Brokers/Service
PYPL,"PayPal Holdings, Inc.",51962306559,Miscellaneous,Business Services
PBBI,"PB Bancorp, Inc.",83532261.2,Finance,Savings Institutions
CNXN,"PC Connection, Inc.",717366990.1,Consumer Services,Catalog/Specialty Distribution
PCMI,"PCM, Inc.",338073456.5,Consumer Services,Catalog/Specialty Distribution
PCTI,"PC-Tel, Inc.",95886406.42,Technology,Radio And Television Broadcasting And Communications Equipment
PDCE,"PDC Energy, Inc.",4329199026,Energy,Oil & Gas Production
PDFS,"PDF Solutions, Inc.",680390136.9,Technology,EDP Services
PDLI,"PDL BioPharma, Inc.",358395721.6,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PDVW,"pdvWireless, Inc.",312674609.6,Public Utilities,Telecommunications Equipment
SKIS,"Peak Resorts, Inc.",84593520,Consumer Services,Hotels/Resorts
PGC,Peapack-Gladstone Financial Corporation,533501714.7,Finance,Commercial Banks
PEGA,Pegasystems Inc.,3376128379,Technology,EDP Services
PCO,Pendrell Corporation,176990088.1,Miscellaneous,Multi-Sector Companies
PENN,"Penn National Gaming, Inc.",1336009603,Consumer Services,Hotels/Resorts
PVAC,Penn Virginia Corporation,735808243.4,Energy,Oil & Gas Production
PFLT,PennantPark Floating Rate Capital Ltd.,368875021.2,n/a,n/a
PNNT,PennantPark Investment Corporation,587673113.7,n/a,n/a
PWOD,"Penns Woods Bancorp, Inc.",234128788.7,Finance,Major Banks
PTXP,"PennTex Midstream Partners, LP",657942377,Public Utilities,Natural Gas Distribution
PEBO,Peoples Bancorp Inc.,590613583.6,Finance,Major Banks
PEBK,"Peoples Bancorp of North Carolina, Inc.",150343950,Finance,Major Banks
PFBX,Peoples Financial Corporation,81458657.4,Finance,Major Banks
PFIS,Peoples Financial Services Corp.,310258240.3,Finance,Major Banks
PBCT,"People&#39;s United Financial, Inc.",5978569500,Finance,Savings Institutions
PBCTP,"People&#39;s United Financial, Inc.",0,Finance,Savings Institutions
PUB,People&#39;s Utah Bancorp,475897185.8,Finance,Major Banks
PRCP,"Perceptron, Inc.",73629101.28,Capital Goods,Electronic Components
PPHM,Peregrine Pharmaceuticals Inc.,179304791.7,Health Care,Major Pharmaceuticals
PPHMP,Peregrine Pharmaceuticals Inc.,15631000,Health Care,Major Pharmaceuticals
PRFT,"Perficient, Inc.",632598878.2,Technology,EDP Services
PFMT,Performant Financial Corporation,85887102.96,Consumer Services,Other Consumer Services
PERF,"Perfumania Holdings, Inc",24015332.65,Consumer Services,Other Specialty Stores
PERI,Perion Network Ltd,152035412.5,Technology,EDP Services
PESI,"Perma-Fix Environmental Services, Inc.",36758556.45,Basic Industries,Environmental Services
PTX,"Pernix Therapeutics Holdings, Inc.",36574276.2,Health Care,Major Pharmaceuticals
PERY,Perry Ellis International Inc.,356608980,Consumer Non-Durables,Apparel
PGLC,Pershing Gold Corporation,86373857.12,Basic Industries,Precious Metals
PETS,"PetMed Express, Inc.",426532524.2,Health Care,Medical/Nursing Services
PFSW,"PFSweb, Inc.",133191227,Miscellaneous,Business Services
PGTI,"PGT Innovations, Inc.",504669872.5,Capital Goods,Building Products
PZRX,"PhaseRx, Inc.",19405946.14,Health Care,Major Pharmaceuticals
PHII,"PHI, Inc.",216847559.4,Transportation,Transportation Services
PHIIK,"PHI, Inc.",219281933.9,Transportation,Transportation Services
PAHC,Phibro Animal Health Corporation,1107626130,Health Care,Major Pharmaceuticals
PHMD,"PhotoMedex, Inc.",8748166.68,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PLAB,"Photronics, Inc.",738366548.4,Technology,Semiconductors
PICO,PICO Holdings Inc.,307399501.8,Finance,Real Estate
PIRS,"Pieris Pharmaceuticals, Inc.",95590595.94,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PPC,Pilgrim&#39;s Pride Corporation,5203352422,Consumer Non-Durables,Meat/Poultry/Fish
PME,Pingtan Marine Enterprise Ltd.,381045355.5,n/a,n/a
PNK,"Pinnacle Entertainment, Inc.",1025428291,Consumer Services,Hotels/Resorts
PNFP,"Pinnacle Financial Partners, Inc.",3465879838,Finance,Major Banks
PPSI,"Pioneer Power Solutions, Inc.",67857753.6,Consumer Durables,Electrical Products
PXLW,"Pixelworks, Inc.",116343916.2,Technology,Semiconductors
PLPM,"Planet Payment, Inc.",208324633,Miscellaneous,Business Services
PLXS,Plexus Corp.,1906589252,Technology,Electrical Products
PLUG,"Plug Power, Inc.",193253068.1,Energy,Industrial Machinery/Components
PLBC,Plumas Bancorp,86921750,Finance,Finance Companies
PSTI,"Pluristem Therapeutics, Inc.",112397145.1,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PBSK,"Poage Bankshares, Inc.",74270260,Finance,Savings Institutions
PNTR,Pointer Telocation Ltd.,73374933.6,Technology,Radio And Television Broadcasting And Communications Equipment
PCOM,"Points International, Ltd.",105572555.4,Miscellaneous,Business Services
POLA,"Polar Power, Inc.",85503822.6,n/a,n/a
COOL,"PolarityTE, Inc.",25461195.83,Technology,Computer Software: Prepackaged Software
POOL,Pool Corporation,4791795758,Consumer Durables,Industrial Specialties
POPE,Pope Resources,304058918.7,Consumer Non-Durables,Environmental Services
PLKI,"Popeyes Louisiana Kitchen, Inc.",1637507655,Consumer Services,Restaurants
BPOP,"Popular, Inc.",4554346096,Finance,Major Banks
BPOPM,"Popular, Inc.",0,Finance,Major Banks
BPOPN,"Popular, Inc.",291360000,Finance,Major Banks
PBIB,"Porter Bancorp, Inc.",58510610.2,Finance,Major Banks
PTLA,"Portola Pharmaceuticals, Inc.",2179768039,Health Care,Major Pharmaceuticals
PBPB,Potbelly Corporation,323423343.3,Consumer Services,Restaurants
PCH,Potlatch Corporation,1794214706,Consumer Services,Real Estate Investment Trusts
POWL,"Powell Industries, Inc.",386512179.1,Consumer Durables,Electrical Products
POWI,"Power Integrations, Inc.",1841382067,Technology,Semiconductors
PSIX,"Power Solutions International, Inc.",64622412.36,Energy,Industrial Machinery/Components
PLW,PowerShares 1-30 Laddered Treasury Portfolio,194712000,n/a,n/a
PKW,PowerShares BuyBack Achievers Portfolio,1423817000,n/a,n/a
PFM,PowerShares Dividend Achievers Portfolio,316140000,n/a,n/a
PYZ,PowerShares DWA Basic Materials Momentum Portfolio,110547500,n/a,n/a
PEZ,PowerShares DWA Consumer Cyclicals Momentum Portfolio,30541000,n/a,n/a
PSL,PowerShares DWA Consumer Staples Momentum Portfolio,83650500,n/a,n/a
PIZ,PowerShares DWA Developed Markets Momentum Portfolio,153900000,n/a,n/a
